날짜,시간,발전량(kW),예측된발전량(kW)
2023-10-21,23,62410.36,142449.05
2023-10-22,1,261825.277,0
2023-10-22,2,607528.438,0
2023-10-22,3,755859.327,0
2023-10-22,4,691324.574,0
2023-10-22,5,736437.007,0
2023-10-22,6,838201.463,0
2023-10-22,7,890438.951,0
2023-10-22,8,783777.701,0
2023-10-22,9,842910.43,0
2023-10-22,10,576575.042,0
2023-10-22,11,460027.338,0
2023-10-22,12,367260.192,230908.39
2023-10-22,13,179114.167,373051.3
2023-10-22,14,40646.669,417263.25
2023-10-22,15,7913.129,521672.88
2023-10-22,16,9.311,704449.4
2023-10-22,17,0,766618.7
2023-10-22,18,0,738936.8
2023-10-22,19,0,637112.1
2023-10-22,20,9.36,468307.7
2023-10-22,21,18.032,386334.53
2023-10-22,22,4776.88,324836.7
2023-10-22,23,135999.792,295766.34
2023-10-23,1,389367.246,71246.234
2023-10-23,2,538506.65,0
2023-10-23,3,620388.672,0
2023-10-23,4,717581.855,0
2023-10-23,5,727755.058,0
2023-10-23,6,778266.935,0
2023-10-23,7,651082.116,0
2023-10-23,8,737533.171,0
2023-10-23,9,801920.471,0
2023-10-23,10,580157.641,0
2023-10-23,11,457955.687,0
2023-10-23,12,338685.844,0
2023-10-23,13,123652.597,159331.06
2023-10-23,14,20030.998,158362.12
2023-10-23,15,4067.914,152949.25
2023-10-23,16,2.6,216201.75
2023-10-23,17,0,307631.94
2023-10-23,18,6.48,290809.2
2023-10-23,19,5.04,254521.67
2023-10-23,20,0,237647.02
2023-10-23,21,14.113,183540.47
2023-10-23,22,4128.929,204898.6
2023-10-23,23,125300.285,243004.16
2023-10-24,1,418659.729,244945.06
2023-10-24,2,709693.456,217234.39
2023-10-24,3,939343.24,0
2023-10-24,4,1128950.746,0
2023-10-24,5,1196015.272,0
2023-10-24,6,1325541.076,0
2023-10-24,7,1343976.21,0
2023-10-24,8,1156124.339,0
2023-10-24,9,929399.87,0
2023-10-24,10,602270.732,0
2023-10-24,11,516928.933,0
2023-10-24,12,462056.144,0
2023-10-24,13,357266.542,0
2023-10-24,14,140906.17,562810.75
2023-10-24,15,24483.762,500001.4
2023-10-24,16,275.66,428139.47
2023-10-24,17,1.332,332341.78
2023-10-24,18,8.64,288522.75
2023-10-24,19,3.64,232757.08
2023-10-24,20,0.04,164020.28
2023-10-24,21,56.686,11209.662
2023-10-24,22,9952.59,0
2023-10-24,23,180613.969,0
2023-10-25,1,524088.385,0
2023-10-25,2,868328.612,0
2023-10-25,3,1036876.412,0
2023-10-25,4,1240689.364,0
2023-10-25,5,1356339.945,0
2023-10-25,6,1419142.642,0
2023-10-25,7,1303236.409,0
2023-10-25,8,998608.716,0
2023-10-25,9,779762.071,0
2023-10-25,10,535002.18,0
2023-10-25,11,505891.961,0
2023-10-25,12,451963.916,0
2023-10-25,13,316294.219,0
2023-10-25,14,87746.123,0
2023-10-25,15,21969.68,0
2023-10-25,16,685.041,0
2023-10-25,17,146.56,0
2023-10-25,18,10.8,0
2023-10-25,19,1.44,0
2023-10-25,20,0,0
2023-10-25,21,7.326,0
2023-10-25,22,342.342,0
2023-10-25,23,32802.497,0
2023-10-26,1,120535.972,0
2023-10-26,2,335406.066,0
2023-10-26,3,703213.449,0
2023-10-26,4,946016.607,0
2023-10-26,5,1104824.142,0
2023-10-26,6,1135472.475,0
2023-10-26,7,1022559.409,0
2023-10-26,8,852006.356,0
2023-10-26,9,851250.233,0
2023-10-26,10,584308.955,0
2023-10-26,11,450243.031,0
2023-10-26,12,288117.806,0
2023-10-26,13,194479.037,0
2023-10-26,14,103259.195,0
2023-10-26,15,21504.821,0
2023-10-26,16,499.991,0
2023-10-26,17,68.736,0
2023-10-26,18,10.256,0
2023-10-26,19,2.16,0
2023-10-26,20,0,0
2023-10-26,21,2.772,0
2023-10-26,22,4162.184,0
2023-10-26,23,157012.977,553319
2023-10-27,1,577325.182,498060.97
2023-10-27,2,960834.479,437808.47
2023-10-27,3,1151824.259,258473.1
2023-10-27,4,1377025.23,127817.21
2023-10-27,5,1575443.325,73526.08
2023-10-27,6,1735295.551,0
2023-10-27,7,1524480.793,0
2023-10-27,8,1137737.39,0
2023-10-27,9,933239.994,0
2023-10-27,10,605522.745,0
2023-10-27,11,504108.379,0
2023-10-27,12,464145.968,0
2023-10-27,13,387645.747,0
2023-10-27,14,170731.104,0
2023-10-27,15,29706.602,0
2023-10-27,16,691.506,0
2023-10-27,17,150.732,0
2023-10-27,18,10.896,0
2023-10-27,19,1.44,16969.5
2023-10-27,20,0.192,93189.83
2023-10-27,21,2.82,105425.85
2023-10-27,22,8204.503,273272.53
2023-10-27,23,160613.95,460935.44
2023-10-28,1,478672.986,460721.75
2023-10-28,2,880975.995,373241.25
2023-10-28,3,1039775.934,241312.58
2023-10-28,4,1336802.283,0
2023-10-28,5,1432771.632,221703.9
2023-10-28,6,1474029.108,0
2023-10-28,7,1427126.521,0
2023-10-28,8,1247597.792,0
2023-10-28,9,962840.662,0
2023-10-28,10,554849.873,0
2023-10-28,11,498479.149,0
2023-10-28,12,438835.079,0
2023-10-28,13,314314.625,0
2023-10-28,14,127474.102,0
2023-10-28,15,25793.491,0
2023-10-28,16,945.748,0
2023-10-28,17,252.888,0
2023-10-28,18,12.432,209710.83
2023-10-28,19,0,306863.16
2023-10-28,20,0.28,118097.53
2023-10-28,21,2.82,0
2023-10-28,22,590.811,48127.45
2023-10-28,23,60092.397,172670.39
2023-10-29,1,160864.659,168363.89
2023-10-29,2,244665.909,46817.906
2023-10-29,3,286531.69,25078.842
2023-10-29,4,275806.082,0
2023-10-29,5,278216.191,0
2023-10-29,6,276317.087,0
2023-10-29,7,181002.196,0
2023-10-29,8,176738.589,0
2023-10-29,9,476693.171,0
2023-10-29,10,211572.216,0
2023-10-29,11,67462.995,0
2023-10-29,12,9761.81,0
2023-10-29,13,2367.825,0
2023-10-29,14,475.42,0
2023-10-29,15,115.2,0
2023-10-29,16,0,0
2023-10-29,17,0,0
2023-10-29,18,0,0
2023-10-29,19,0,479601.6
2023-10-29,20,0,365027.22
2023-10-29,21,1.93,284893.84
2023-10-29,22,4228.036,267943.16
2023-10-29,23,118557.306,125298.42
2023-10-30,1,383793.852,0
2023-10-30,2,855673.808,0
2023-10-30,3,1165843.134,0
2023-10-30,4,1166401.179,0
2023-10-30,5,1356637.194,0
2023-10-30,6,1341888.091,0
2023-10-30,7,1406095.147,0
2023-10-30,8,1263974.564,0
2023-10-30,9,926948.575,0
2023-10-30,10,597452.477,0
2023-10-30,11,512402.131,0
2023-10-30,12,453521.731,0
2023-10-30,13,319489.62,0
2023-10-30,14,82681.458,0
2023-10-30,15,21731.246,0
2023-10-30,16,915.314,0
2023-10-30,17,231.284,0
2023-10-30,18,11.616,0
2023-10-30,19,0.88,0
2023-10-30,20,0,378259.38
2023-10-30,21,2.92,270129.84
2023-10-30,22,3584.76,281521.66
2023-10-30,23,168976.22,72694.58
2023-10-31,1,488602.523,0
2023-10-31,2,912778.261,0
2023-10-31,3,1282489.471,0
2023-10-31,4,1443423.442,0
2023-10-31,5,1652919.007,0
2023-10-31,6,1824404.856,98426.21
2023-10-31,7,1686217.657,226612.19
2023-10-31,8,1222233.12,388707.1
2023-10-31,9,928072.733,0
2023-10-31,10,596132.009,0
2023-10-31,11,513097.14,0
2023-10-31,12,465385.302,0
2023-10-31,13,362228.85,0
2023-10-31,14,145549.925,0
2023-10-31,15,27487.095,0
2023-10-31,16,1390.704,0
2023-10-31,17,246.596,0
2023-10-31,18,13.184,0
2023-10-31,19,0.072,0
2023-10-31,20,0,0
2023-10-31,21,2.9,0
2023-10-31,22,3631.538,439790.72
2023-10-31,23,90842.262,221233.1
2023-11-01,1,260522.984,0
2023-11-01,2,403101.266,0
2023-11-01,3,580201.267,0
2023-11-01,4,655591.835,0
2023-11-01,5,695892.954,0
2023-11-01,6,791002.951,143.37
2023-11-01,7,710650.482,99034.59
2023-11-01,8,526382.696,234268.77
2023-11-01,9,622995.093,304962.75
2023-11-01,10,504221.978,0
2023-11-01,11,448478.247,0
2023-11-01,12,168711.044,0
2023-11-01,13,44431.432,0
2023-11-01,14,17469.828,0
2023-11-01,15,2581.623,0
2023-11-01,16,67.84,0
2023-11-01,17,0.48,0
2023-11-01,18,10.08,0
2023-11-01,19,0,0
2023-11-01,20,0,0
2023-11-01,21,2.626,0
2023-11-01,22,760.58,208566.55
2023-11-01,23,75197.781,277756.78
2023-11-02,1,251277.521,359362.2
2023-11-02,2,372456.079,0
2023-11-02,3,547595.567,359414.1
2023-11-02,4,499430.189,399596.47
2023-11-02,5,444597.55,404853.56
2023-11-02,6,386964.673,306190.25
2023-11-02,7,308493.551,261239.2
2023-11-02,8,278390.363,195704.47
2023-11-02,9,525592.012,81257.72
2023-11-02,10,428980.969,81927.45
2023-11-02,11,155488.213,0
2023-11-02,12,43423.592,0
2023-11-02,13,10159.8,0
2023-11-02,14,1717.212,0
2023-11-02,15,268.56,0
2023-11-02,16,0,0
2023-11-02,17,0.336,0
2023-11-02,18,0,0
2023-11-02,19,0,0
2023-11-02,20,0,0
2023-11-02,21,2.48,0
2023-11-02,22,106.995,0
2023-11-02,23,16277.436,387401.53
2023-11-03,1,81932.931,225113.66
2023-11-03,2,205306.795,158938.34
2023-11-03,3,431571.747,393883.3
2023-11-03,4,617151.495,502350.88
2023-11-03,5,831157.287,496733.97
2023-11-03,6,843670.315,432346.2
2023-11-03,7,849152.599,470581.38
2023-11-03,8,772096.561,482455.5
2023-11-03,9,761978.663,496132.7
2023-11-03,10,530621.806,552668.8
2023-11-03,11,354896.998,504188.56
2023-11-03,12,203176.674,0
2023-11-03,13,62897.565,0
2023-11-03,14,25261.576,0
2023-11-03,15,8685.496,0
2023-11-03,16,449.608,0
2023-11-03,17,105.528,0
2023-11-03,18,0,0
2023-11-03,19,0,0
2023-11-03,20,0,0
2023-11-03,21,2.44,0
2023-11-03,22,5843.973,0
2023-11-03,23,142788.863,0
2023-11-04,1,314126.677,0
2023-11-04,2,532420.62,0
2023-11-04,3,725789.653,193719.8
2023-11-04,4,752848.447,368778.66
2023-11-04,5,883491.179,503891.72
2023-11-04,6,882316.386,559408.7
2023-11-04,7,847492.499,573686.94
2023-11-04,8,678188.483,568586.06
2023-11-04,9,743732.586,551062.56
2023-11-04,10,567455.186,540104.5
2023-11-04,11,504888.705,568952.5
2023-11-04,12,402537.387,486134.62
2023-11-04,13,132519.78,0
2023-11-04,14,24182.183,0
2023-11-04,15,5683.158,0
2023-11-04,16,607.168,0
2023-11-04,17,476.016,0
2023-11-04,18,488.16,0
2023-11-04,19,479.56,0
2023-11-04,20,270.72,0
2023-11-04,21,2.56,0
2023-11-04,22,6015.439,0
2023-11-04,23,198134.07,0
2023-11-05,1,568885.216,0
2023-11-05,2,924864.511,311948.66
2023-11-05,3,1123900.547,42113.844
2023-11-05,4,1328884.458,261792.19
2023-11-05,5,1434238.103,336258.6
2023-11-05,6,1459650.054,284200.7
2023-11-05,7,1159285.819,252832.72
2023-11-05,8,811117.382,251100.16
2023-11-05,9,774041.497,188668.31
2023-11-05,10,559013.063,162735.36
2023-11-05,11,515473.332,244519.48
2023-11-05,12,459293.96,313139.44
2023-11-05,13,303816.534,286683.03
2023-11-05,14,67923.743,0
2023-11-05,15,22718.819,0
2023-11-05,16,906.734,0
2023-11-05,17,297.412,0
2023-11-05,18,12.24,0
2023-11-05,19,0,0
2023-11-05,20,0,0
2023-11-05,21,2.93,0
2023-11-05,22,4721.805,0
2023-11-05,23,191384.777,0
2023-11-06,1,608654.799,0
2023-11-06,2,996713.052,0
2023-11-06,3,1202398.625,188926.44
2023-11-06,4,1388533.257,0
2023-11-06,5,1543116.32,0
2023-11-06,6,1635396.328,0
2023-11-06,7,1470671.356,0
2023-11-06,8,1150608.168,37800.95
2023-11-06,9,922692.231,140433.11
2023-11-06,10,587899.523,143509.06
2023-11-06,11,516412.459,121807.234
2023-11-06,12,462679.331,173021.23
2023-11-06,13,339922.596,172076.7
2023-11-06,14,90335.559,151475.08
2023-11-06,15,22007.226,0
2023-11-06,16,814.642,0
2023-11-06,17,239.296,0
2023-11-06,18,11.52,0
2023-11-06,19,0.72,0
2023-11-06,20,0,0
2023-11-06,21,2.99,0
2023-11-06,22,4875.907,0
2023-11-06,23,192805.873,0
2023-11-07,1,615309.799,0
2023-11-07,2,998770.613,0
2023-11-07,3,1209984.48,0
2023-11-07,4,1394352.962,338550.1
2023-11-07,5,1551442.267,211141.23
2023-11-07,6,1605011.821,422166.38
2023-11-07,7,1501727.672,263682.3
2023-11-07,8,1202038.782,174927.44
2023-11-07,9,839625.816,151800.4
2023-11-07,10,588315.695,253754.55
2023-11-07,11,517680.655,437103.12
2023-11-07,12,461654.022,454993.47
2023-11-07,13,316415.404,400816.16
2023-11-07,14,76967.219,379903.16
2023-11-07,15,22023.557,460037.66
2023-11-07,16,859.16,0
2023-11-07,17,264.024,0
2023-11-07,18,39.784,0
2023-11-07,19,286.056,0
2023-11-07,20,449.064,0
2023-11-07,21,452.318,0
2023-11-07,22,2175.263,0
2023-11-07,23,114912.106,0
2023-11-08,1,332899.536,0
2023-11-08,2,513063.068,0
2023-11-08,3,670946.159,0
2023-11-08,4,819669.996,0
2023-11-08,5,871699.566,0
2023-11-08,6,770681.287,377689.3
2023-11-08,7,655251.629,172182.94
2023-11-08,8,557814.359,38784.637
2023-11-08,9,650006.143,0
2023-11-08,10,526182.325,43999.074
2023-11-08,11,497938.058,160632.23
2023-11-08,12,244655.818,217155.11
2023-11-08,13,60141.918,248096.88
2023-11-08,14,20240.826,256335.3
2023-11-08,15,5534.129,230456.11
2023-11-08,16,209.46,171205.4
2023-11-08,17,0.192,0
2023-11-08,18,0,0
2023-11-08,19,0,0
2023-11-08,20,9.4,0
2023-11-08,21,2.4,0
2023-11-08,22,2484.235,0
2023-11-08,23,137174.211,0
2023-11-09,1,417302.753,0
2023-11-09,2,638828.098,0
2023-11-09,3,889412.837,0
2023-11-09,4,947933.653,0
2023-11-09,5,1133439.399,0
2023-11-09,6,1148090.259,162504.66
2023-11-09,7,1076843.045,354635.66
2023-11-09,8,1011259.756,433670.5
2023-11-09,9,826461.092,424976.5
2023-11-09,10,541729.713,495301.88
2023-11-09,11,519398.196,478302.25
2023-11-09,12,461614.353,446584
2023-11-09,13,274207.644,411441.12
2023-11-09,14,53814.062,357169.84
2023-11-09,15,17979.686,306014.06
2023-11-09,16,636.236,243757.39
2023-11-09,17,97.6,123165.836
2023-11-09,18,11.52,0
2023-11-09,19,0.72,0
2023-11-09,20,0,0
2023-11-09,21,2.65,0
2023-11-09,22,2845.942,0
2023-11-09,23,163201.417,0
2023-11-10,1,509978.232,0
2023-11-10,2,811165.154,0
2023-11-10,3,929819.518,0
2023-11-10,4,1033973.252,0
2023-11-10,5,1099331.848,0
2023-11-10,6,1124106.097,0
2023-11-10,7,1243515.793,345084.66
2023-11-10,8,1088457.178,279953.38
2023-11-10,9,876654.73,410001.78
2023-11-10,10,566570.375,338454.22
2023-11-10,11,518870.796,417180.3
2023-11-10,12,462032.628,534950.56
2023-11-10,13,324916.214,593741.8
2023-11-10,14,65023.113,684099.06
2023-11-10,15,16884.86,699164.2
2023-11-10,16,548.678,610591.4
2023-11-10,17,98.184,475366.16
2023-11-10,18,12.336,436175
2023-11-10,19,0,0
2023-11-10,20,0,0
2023-11-10,21,2.922,0
2023-11-10,22,2185.138,0
2023-11-10,23,147188.139,0
2023-11-11,1,519148.979,0
2023-11-11,2,861484.267,0
2023-11-11,3,1048175.795,0
2023-11-11,4,1200251.693,0
2023-11-11,5,1354097.679,0
2023-11-11,6,1449470.002,0
2023-11-11,7,1485563.124,0
2023-11-11,8,1187469.723,0
2023-11-11,9,918455.941,0
2023-11-11,10,571656.596,108554.055
2023-11-11,11,518510.41,246501.3
2023-11-11,12,465481.302,403022.22
2023-11-11,13,342540.313,472564.47
2023-11-11,14,79355.774,556125.4
2023-11-11,15,21512.892,658100
2023-11-11,16,821.054,706974.75
2023-11-11,17,224.38,695518.94
2023-11-11,18,12.384,543816.9
2023-11-11,19,0.72,0
2023-11-11,20,0,0
2023-11-11,21,3.124,0
2023-11-11,22,2981.229,0
2023-11-11,23,189286.953,0
2023-11-12,1,640983.083,0
2023-11-12,2,1041106.891,0
2023-11-12,3,1266330.57,0
2023-11-12,4,1472603.271,0
2023-11-12,5,1671642.835,0
2023-11-12,6,1813367.517,0
2023-11-12,7,1648923.853,0
2023-11-12,8,1272954.963,0
2023-11-12,9,952582.119,0
2023-11-12,10,571327.205,0
2023-11-12,11,517934.936,0
2023-11-12,12,463963.324,0
2023-11-12,13,357325.756,0
2023-11-12,14,91031.259,0
2023-11-12,15,22889.161,0
2023-11-12,16,1170.926,0
2023-11-12,17,236.952,0
2023-11-12,18,12.288,0
2023-11-12,19,0.768,0
2023-11-12,20,0,0
2023-11-12,21,2.7,0
2023-11-12,22,2410.797,0
2023-11-12,23,180378.091,0
2023-11-13,1,605162.154,0
2023-11-13,2,972841.214,0
2023-11-13,3,1174383.055,0
2023-11-13,4,1368522.591,0
2023-11-13,5,1493462.644,0
2023-11-13,6,1575502.04,0
2023-11-13,7,1461603.672,0
2023-11-13,8,1162497.232,0
2023-11-13,9,891840.861,0
2023-11-13,10,525045.537,0
2023-11-13,11,513327.074,0
2023-11-13,12,463864.689,0
2023-11-13,13,361235.252,0
2023-11-13,14,142849.825,0
2023-11-13,15,29476.514,0
2023-11-13,16,1408.642,0
2023-11-13,17,508.648,0
2023-11-13,18,13.2,0
2023-11-13,19,0,0
2023-11-13,20,0,0
2023-11-13,21,2.78,0
2023-11-13,22,588.321,0
2023-11-13,23,77052.73,0
2023-11-14,1,356874.528,0
2023-11-14,2,665280.472,0
2023-11-14,3,859892.405,0
2023-11-14,4,1084051.239,0
2023-11-14,5,1012992.751,0
2023-11-14,6,933141.135,0
2023-11-14,7,841020.496,0
2023-11-14,8,657083.181,0
2023-11-14,9,640549.847,0
2023-11-14,10,506667.512,0
2023-11-14,11,496983.454,0
2023-11-14,12,340410.333,0
2023-11-14,13,160493.165,0
2023-11-14,14,44384.269,0
2023-11-14,15,19506.337,0
2023-11-14,16,363.036,0
2023-11-14,17,97.536,0
2023-11-14,18,10.08,0
2023-11-14,19,1.008,0
2023-11-14,20,0,0
2023-11-14,21,3.986,0
2023-11-14,22,79.398,0
2023-11-14,23,43866.622,0
2023-11-15,1,248906.069,0
2023-11-15,2,748270.078,0
2023-11-15,3,1216310.608,0
2023-11-15,4,1295920.804,0
2023-11-15,5,1239639.143,0
2023-11-15,6,1324009.856,0
2023-11-15,7,1302661.727,0
2023-11-15,8,1055296.762,0
2023-11-15,9,838094.478,0
2023-11-15,10,535221.416,0
2023-11-15,11,517010.858,0
2023-11-15,12,462553.435,0
2023-11-15,13,304931.118,0
2023-11-15,14,66322.973,0
2023-11-15,15,20570.003,0
2023-11-15,16,881.31,0
2023-11-15,17,247.3,0
2023-11-15,18,16.256,0
2023-11-15,19,0,0
2023-11-15,20,0.192,0
2023-11-15,21,3.06,0
2023-11-15,22,1656.131,0
2023-11-15,23,171313.171,0
2023-11-16,1,616542.784,0
2023-11-16,2,1000536.229,0
2023-11-16,3,1176378.13,0
2023-11-16,4,1222081.326,0
2023-11-16,5,1209849.595,0
2023-11-16,6,954842.21,0
2023-11-16,7,580779.143,0
2023-11-16,8,488764.932,0
2023-11-16,9,802103.011,0
2023-11-16,10,545677.686,0
2023-11-16,11,515773.396,0
2023-11-16,12,414723.805,0
2023-11-16,13,201351.472,0
2023-11-16,14,40621.153,0
2023-11-16,15,13053.94,0
2023-11-16,16,638.392,20795.822
2023-11-16,17,410.76,216015.22
2023-11-16,18,217.76,343643.22
2023-11-16,19,7.6,355398.88
2023-11-16,20,0,388500.28
2023-11-16,21,2.58,434072.25
2023-11-16,22,2294.029,445024.88
2023-11-16,23,170287.128,447854.72
2023-11-17,1,502029.78,354289.72
2023-11-17,2,791804.888,0
2023-11-17,3,908718.814,0
2023-11-17,4,1005033.732,0
2023-11-17,5,949364.884,0
2023-11-17,6,889224.54,0
2023-11-17,7,791631.337,0
2023-11-17,8,744719.686,0
2023-11-17,9,702804.971,0
2023-11-17,10,536456.207,0
2023-11-17,11,514624.463,0
2023-11-17,12,414886.487,0
2023-11-17,13,165254.016,0
2023-11-17,14,36237.976,0
2023-11-17,15,11509.768,466855.47
2023-11-17,16,329.424,545017.9
2023-11-17,17,54,508608.8
2023-11-17,18,12.963,304360.75
2023-11-17,19,0,109117.26
2023-11-17,20,0,54754.047
2023-11-17,21,2.45,137357.4
2023-11-17,22,888.961,157857.23
2023-11-17,23,132987.3,18947.48
2023-11-18,1,525954.88,0
2023-11-18,2,938162.076,58562.39
2023-11-18,3,1120121.289,0
2023-11-18,4,1174720.683,0
2023-11-18,5,1322833.126,0
2023-11-18,6,1545762.185,0
2023-11-18,7,1443900.282,0
2023-11-18,8,1125778.3,0
2023-11-18,9,871570.283,0
2023-11-18,10,539947.446,0
2023-11-18,11,513213.227,0
2023-11-18,12,454068.346,0
2023-11-18,13,321864.434,0
2023-11-18,14,74019.958,0
2023-11-18,15,15893.813,0
2023-11-18,16,1202.888,207798.33
2023-11-18,17,248.52,352735.6
2023-11-18,18,13.056,375717.22
2023-11-18,19,0,251519.89
2023-11-18,20,0,0
2023-11-18,21,3.09,0
2023-11-18,22,968.718,0
2023-11-18,23,138717.13,0
2023-11-19,1,509407.28,0
2023-11-19,2,857426.523,34888.984
2023-11-19,3,894921.944,193391.14
2023-11-19,4,1003015.466,0
2023-11-19,5,974438.884,0
2023-11-19,6,953163.358,0
2023-11-19,7,811215.549,0
2023-11-19,8,590004.195,0
2023-11-19,9,686394.057,0
2023-11-19,10,508816.149,0
2023-11-19,11,512234.818,0
2023-11-19,12,373208.895,0
2023-11-19,13,137807.175,0
2023-11-19,14,35646.432,0
2023-11-19,15,13930.575,0
2023-11-19,16,785.143,0
2023-11-19,17,153.84,216638.48
2023-11-19,18,0.136,23456.977
2023-11-19,19,0,43447.59
2023-11-19,20,0,46205.555
2023-11-19,21,2.886,16215.76
2023-11-19,22,569.404,44369.77
2023-11-19,23,123251.92,53246.168
2023-11-20,1,504925.289,102179.67
2023-11-20,2,891220.96,0
2023-11-20,3,1090619.848,87957.805
2023-11-20,4,1218902.054,183043.3
2023-11-20,5,1323276.307,0
2023-11-20,6,1450590.328,0
2023-11-20,7,1380225.383,0
2023-11-20,8,1016495.278,0
2023-11-20,9,794488.917,0
2023-11-20,10,524981.503,0
2023-11-20,11,515885.316,0
2023-11-20,12,461094.589,0
2023-11-20,13,301686.585,0
2023-11-20,14,70865.918,0
2023-11-20,15,20026.611,0
2023-11-20,16,861.257,0
2023-11-20,17,230.596,0
2023-11-20,18,13.056,154619.86
2023-11-20,19,0,99509.48
2023-11-20,20,0.144,97496.16
2023-11-20,21,2.81,108070.48
2023-11-20,22,417.085,83321.47
2023-11-20,23,79443.473,142609.2
2023-11-21,1,254909.566,197372.67
2023-11-21,2,514448.54,265487.97
2023-11-21,3,824631.389,397400.72
2023-11-21,4,1124672.841,419850.78
2023-11-21,5,1192718.205,353983.2
2023-11-21,6,1197451.499,0
2023-11-21,7,1119217.57,0
2023-11-21,8,981308.778,0
2023-11-21,9,760872.969,0
2023-11-21,10,515009.597,0
2023-11-21,11,510523.995,0
2023-11-21,12,447357.377,0
2023-11-21,13,258305.401,0
2023-11-21,14,56760.105,0
2023-11-21,15,19594.986,0
2023-11-21,16,878.943,0
2023-11-21,17,232.468,0
2023-11-21,18,12.288,0
2023-11-21,19,0,378589.38
2023-11-21,20,0.144,305346.03
2023-11-21,21,2.73,258048.47
2023-11-21,22,486.845,198750.27
2023-11-21,23,126566.916,236949.66
2023-11-22,1,556113.258,204219.73
2023-11-22,2,925865.294,160248.84
2023-11-22,3,1152766.739,135973.86
2023-11-22,4,1389513.474,111431.695
2023-11-22,5,1550913.128,65344.027
2023-11-22,6,1724542.374,106311.836
2023-11-22,7,1611418.29,0
2023-11-22,8,1174382.563,0
2023-11-22,9,845597.771,0
2023-11-22,10,527852.134,0
2023-11-22,11,514448.416,0
2023-11-22,12,461327.464,0
2023-11-22,13,327258.137,0
2023-11-22,14,77092.888,0
2023-11-22,15,23761.683,0
2023-11-22,16,1310.128,0
2023-11-22,17,301.448,0
2023-11-22,18,77.216,0
2023-11-22,19,10.96,0
2023-11-22,20,0.192,121061.22
2023-11-22,21,2.8,118912.34
2023-11-22,22,386.615,137076.78
2023-11-22,23,120320.799,222638.58
2023-11-23,1,520127.601,305034
2023-11-23,2,912770.328,379587.88
2023-11-23,3,1112536.444,352859.88
2023-11-23,4,1289219.217,298468.5
2023-11-23,5,1419292.91,265730.5
2023-11-23,6,1586698.046,478520.28
2023-11-23,7,1464286.229,534509.1
2023-11-23,8,1048135.264,0
2023-11-23,9,796824.995,0
2023-11-23,10,519003.866,0
2023-11-23,11,512832.521,0
2023-11-23,12,459841.337,0
2023-11-23,13,310171.812,0
2023-11-23,14,69798.423,0
2023-11-23,15,22920.041,0
2023-11-23,16,501.583,0
2023-11-23,17,102.316,0
2023-11-23,18,13.104,0
2023-11-23,19,0,0
2023-11-23,20,0,0
2023-11-23,21,3.082,0
2023-11-23,22,252.768,504267.47
2023-11-23,23,97938.628,592314.9
2023-11-24,1,471348.502,546472.2
2023-11-24,2,898211.987,0
2023-11-24,3,1118722.43,0
2023-11-24,4,1217195.763,0
2023-11-24,5,1296204.929,510233.7
2023-11-24,6,1410416.637,366049.88
2023-11-24,7,1298805.097,118508.29
2023-11-24,8,984450.804,25368.625
2023-11-24,9,788126.965,0
2023-11-24,10,517140.977,0
2023-11-24,11,513763.733,0
2023-11-24,12,458964.28,0
2023-11-24,13,311752.015,0
2023-11-24,14,70571.593,0
2023-11-24,15,21566.17,0
2023-11-24,16,455.548,0
2023-11-24,17,101.188,0
2023-11-24,18,13.056,0
2023-11-24,19,0,0
2023-11-24,20,0,0
2023-11-24,21,2.81,0
2023-11-24,22,338.799,0
2023-11-24,23,99841.156,121418.25
2023-11-25,1,479983.234,147695.55
2023-11-25,2,886662.191,231545.19
2023-11-25,3,1101706.093,280172.34
2023-11-25,4,1252336,301615.12
2023-11-25,5,1393265.957,300180.53
2023-11-25,6,1523425.948,309744.6
2023-11-25,7,1327739.374,240724.62
2023-11-25,8,1048680.4,72746.86
2023-11-25,9,777907.211,0
2023-11-25,10,513059.292,0
2023-11-25,11,514018.359,0
2023-11-25,12,438034.483,0
2023-11-25,13,295108.012,0
2023-11-25,14,76911.72,0
2023-11-25,15,22285.618,0
2023-11-25,16,856.056,0
2023-11-25,17,164.072,0
2023-11-25,18,13.776,0
2023-11-25,19,0,0
2023-11-25,20,0.192,0
2023-11-25,21,2.9,0
2023-11-25,22,211.991,0
2023-11-25,23,73323.609,30153.871
2023-11-26,1,362167.521,152426.61
2023-11-26,2,705158.209,205940.14
2023-11-26,3,1008552.328,280250.44
2023-11-26,4,1292189.068,285590.38
2023-11-26,5,1418379.61,233240.28
2023-11-26,6,1419842.46,129123.28
2023-11-26,7,1365424.908,292569.47
2023-11-26,8,1001485.572,365132.5
2023-11-26,9,745810.514,385421.34
2023-11-26,10,482119.135,360294.16
2023-11-26,11,466170.108,0
2023-11-26,12,397047.235,0
2023-11-26,13,268021.177,0
2023-11-26,14,64060.671,0
2023-11-26,15,23679.551,0
2023-11-26,16,859.324,0
2023-11-26,17,166.524,0
2023-11-26,18,13.824,0
2023-11-26,19,0,0
2023-11-26,20,0,0
2023-11-26,21,3.242,0
2023-11-26,22,198.533,0
2023-11-26,23,87781.236,0
2023-11-27,1,426556.41,395733.06
2023-11-27,2,798492.694,194156.61
2023-11-27,3,1002669.833,151709.27
2023-11-27,4,1134350.696,276369.38
